,spot,pos_summary
1342,犬飼滝,"1. 自然の美しさ
・犬飼の滝の落差が約350メートル
・滝壺の近くで水しぶきを感じることができる
・新婚旅行で訪れると感慨深い

2. アクセス
・日当山温泉郷から中津川温泉への上り坂の道中に位置
・広い道が整備されている

3. 文化と歴史
・和気清麻呂を祭った神社と公園が山上にある"
1343,高田本山専修寺,"1. 建物や境内
・浄土真宗高田派の本山であり、国宝に指定された
・広い敷地内に立派な門や御堂があり、圧巻の建物
・プライベートなら写真も取って良いということで、撮影もできる

2. サービス(祈祷、写経、ご朱印)
・ご朱印も頂戴でき、華やかな書きぶりで見栄えのするご朱印

3. 駐車場と周辺
・寺院の向かいに無料駐車場があり、周辺のコインパーキングも利用できる
・駐車場は広くて無料で、普段の嫌な事や悩んでいる事が忘れてしまう程、心が一皮むけ、少し成長した自分になることができる
・周辺には安くて美味しいうなぎ屋があり、楽しい1日になる"
1344,琉球ガラス工房　雫,"1. グラス作り体験
・琉球グラスを作ることができる
・スタッフが親切でゆっくりとコップを作ることができる

2. リラックス空間
・商業的なものではなく、楽しい時間を過ごすことができる
・スタッフの方々がゆったりとした感じでリラックスできる

3. イベント参加
・希望を伝えることができ、自分のグラスを作ることができる
・家族や友達、恋人と一緒に楽しめる"
1345,十三湖,"1. 自然
・広大な湖で風景が素晴らしい
・しじみとりができます

2. 飲食
・シジミラーメンやシジミ丼が美味しい
・お土産屋さんで量り売りのシジミがある

3. アウトドア
・キャンプもできる"
1346,水戸市森林公園,"1. 施設の特徴
・14種類の恐竜が存在し、子供たちが遊べる
・スベリ台やフィールドアスレチック遊具など多数あり、長い時間遊べる

2. 場所の特徴
・森林公園として広大な土地に遊具や動物が存在する
・家族でピクニックやワンちゃんのお散歩にも楽しめる"
1347,東京都写真美術館,"1. 写真関連施設
・専門図書館で写真関連の書籍が集まっている
・作家や写真家を招いての座談会や催しが多数開催される
・常時写真の展示が行われており、写真に関心がある人にとって価値がある

2. 季節とイベント
・恵比寿映像祭が毎年開催され、多岐にわたるおもしろいイベントがある
・季節によって異なるイベントや特徴がある
・ガーデンプレイス内での散歩がゆったりと楽しめる

3. 飲食
・恵比寿の飲食店は美味しいと人気があり、特にエビスは旨いと評判
・美術館内におしゃれなカフェやレストランがあり、落ち着いて過ごせる"
1348,西公園（宮城県仙台市）,"1. アクセス
・地下鉄が通って行きやすくなった
・地下鉄が開通してアクセスが便利になった

2. 子供向け施設
・広いので子供たちを遊ばせるのにいい
・古い機関車があり、男の子は嬉しい

3. 季節の特徴
・桜は綺麗で、お花見スポット

4. イベント
・サッカーＪリーグ「ベガルタ仙台」のパブリックビューイングが行われた"
1349,広瀬川（宮城県仙台市）,"1. イベントや特徴
・夏祭りやボランティアによる川原清掃が行われる
・バーベキューにおすすめで、川に入って遊べる
・四季折々の風景が楽しめる

2. 設備
・近くにトイレがあり、利用する人が多い
・遊歩道に沿って散歩やマラソンができる

3. サービス
・川原清掃などイベントが行われる
・バーベキューを楽しむことができる
"
1350,せんだいメディアテーク,"1. 建物の特徴
・モダンでオシャレな建物
・ガラス張りで開放的

2. サービス
・図書館が夜まで営業していて便利
・絵本のコーナーがあり、子供も靴を脱いでゆっくり読書できる

3. 快適な空間
・多くのソファーがあり、その場でゆっくり読書ができる
・自然光がたっぷり入るように設計されている

4. イベント
・ジャズフェスティバルでの音楽鑑賞が素敵だった"
1351,道の駅いたこ,"1. 食事
・茨城名産のナマズ料理や干し芋、お餅などの食べ物がたくさん並んでおり、美味しい
・地場野菜の直売コーナーがある

2. アクセス
・道の駅は東関東自動車道の終点潮来インターから近い場所にあるため、アクセスが良い

3. 設備とサービス
・駐車場は広く、レストランやトイレなどの設備も申し分ない
・お土産の種類が豊富で、霞ヶ浦や鉾田市でしか手に入らない物も取り揃えている"
1352,気仙沼大島,"1. 宿泊と飲食
・宿泊費が安く、食事が美味しい
・レンタサイクルでの島内1周が楽しい
2. 景勝地
・亀山山頂展望台からの素晴らしい景色
3. 海の魅力
・海がキレイで透明度が高く、海水浴場も楽しめる
・島のどこにいても海を感じられる
4. 船旅体験
・フェリーでの船旅が楽しい"
1353,セントラルパーク,"1. ショッピング
・化粧品を購入できる
・キャッシュバックセールなどのイベントがある
・おしゃれな雑貨屋さんなどが周囲にあり、周囲にはさほど時間をかけずに回れる広さ

2. 飲食
・レストランや輸入食品の店がある"
1354,収穫体験農園　ふたつぼり,"1. サービス
・スタッフの態度が良い
・じゃらんクーポンでお得
・ワゴン車で送迎

2. 飲食
・新鮮で美味しいみかん
・自分で絞ったジュースが最高
・ジャム作りが意外と簡単

3. 見どころ
・みかん狩りが楽しい
・みかん畑の景観美が楽しめます
・デコポンが大きくてびっくり

4. アクセシビリティ
・車椅子でも楽しめます"
1355,むじなの湯,"1. 温泉の特徴
・源泉が温度高めでオススメ
・硫黄泉で肌のトラブルなどには効果がある

2. サービス
・日中はほかにも人がいて、皆でせっせと水を入れている
・翌朝に行くと沸騰する用のお湯で雰囲気があります

3. 雰囲気
・歴史ある温泉の雰囲気や醍醐味を味わった気分になる"
1356,道の駅 雷電くるみの里,"1. 食事
・くるみのおはぎやくるみソフトクリームが美味しい
・地元のお野菜や果物、手作りのお菓子がたくさんあり、大変にぎわっている
・食堂で販売している巨峰ソフトが美味しい

2. 観光スポット
・雷電資料館があり、見どころが多い
・道の駅の前には広大な自然があり、景色が良い

3. サービス
・休憩スペースがある
・その場で買って食べることができる"
1357,箱島湧水,"1. 飲食
・湧き水を使ったご飯と味噌汁が柔らかくておいしい
・無人の野菜直売所があり、クレソンが美味しかった

2. サービス
・水汲みには几乎に出会わないため、静かでプライベートな空間

3. 設備
・水量が豊富で、昔発電所があったという話もある

4. 値段
・名水100選に選ばれており、本当に美味しい"
1358,水の郷 さわら,"1. 食事
・道の駅には新鮮な野菜や特産品が豊富で楽しめる
・利根川の風に当たりながら直売所で購入した弁当が美味しい
・道の駅には手作りのお弁当やお惣菜、パンの種類も豊富

2. サービス
・トイレは清潔で安心して利用できる

3. 季節ごとのイベントや特徴
・直売所は沢山の人で賑わい、夏休みには花火やライブが行われる"
